_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name,_ - subsequent_registrations - _ - data_type,_ - subsequent_registrations - _ - confidence,_ - subsequent_registrations - _ - source_url,_ - subsequent_registrations - _ - start_date,_ - subsequent_registrations - _ - retrieved_at,_ - subsequent_registrations - _ - start_date_type,_ - subsequent_registrations - _ - publication_date,_ - subsequent_registrations - _ - subsequent_registration_start_date,_ - subsequent_registrations - _ - previous_entity - entity_type,_ - subsequent_registrations - _ - previous_entity - entity_properties - company_number,_ - subsequent_registrations - _ - previous_entity - entity_properties - jurisdiction_code,_ - subsequent_registrations - _ - subsequent_entity - entity_type,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - company_number,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - jurisdiction_code,_ - alternate_registrations - _ - data_type,_ - alternate_registrations - _ - confidence,_ - alternate_registrations - _ - source_url,_ - alternate_registrations - _ - start_date,_ - alternate_registrations - _ - sample_date,_ - alternate_registrations - _ - retrieved_at,_ - alternate_registrations - _ - start_date_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - company_number,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - jurisdiction_code
RRS Agrar Dienstleistungs GmbH Riemsdorf,2590541,2018-06-23T12:02:56Z,U1104_HRB4566,de/U1104_HRB4566,currently registered,de,Ullendorfer Str.,Ullendorfer Str.,,,Dresden,HRB,Saxony,4566,Dresden HRB 4566,Klipphausen,,,true,true,true,true,true,true,true,,,Sebastian Freiherr von Rotenhan,person,Geschäftsführer,,2010-05-31,Sebastian,Freiherr von Rotenhan,Rentweinsdorf,true,,,,,RRS Spittewitz Lagerhausbetriebe und Verwaltungs GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rupprecht Freiherr von Reitzenstein,person,Geschäftsführer,,2015-04-29,Rupprecht,Freiherr von Reitzenstein,Issigau,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Constantin Doctor Freiherr von Reitzenstein,person,Geschäftsführer,2015-04-29,,Constantin,Doctor Freiherr von Reitzenstein,Issigau,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jörg Weinhold,person,Geschäftsführer,2010-03-16,,Jörg,Weinhold,Großschirma,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rupprecht Freiherr von Reitzenstein,person,Geschäftsführer,2010-03-16,,Rupprecht,Freiherr von Reitzenstein,Issigau,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXL Garagenparks Thilo Biederbeck e.K.,2590570,2018-06-23T12:02:56Z,R2204_HRA4566,de/R2204_HRA4566,removed,de,Sachsenstr.,Sachsenstr.,,,Recklinghausen,HRA,North Rhine-Westphalia,4566,Recklinghausen HRA 4566,Recklinghausen,,,false,true,true,false,false,true,true,,,Thilo Biederbeck,person,Inhaber,2010-06-08,,Thilo,Biederbeck,Recklinghausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eberhard Groß GmbH u. Co.,2590619,2018-06-23T12:03:05Z,R1901_HRA4567,de/R1901_HRA4567,currently registered,de,Unnaer Str.,Unnaer Str.,,,Arnsberg,HRA,North Rhine-Westphalia,4567,Arnsberg HRA 4567,Menden,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Bberhard-Gr-oß).-.,,,,,,,,,,,,,,,,,,,,,,,,
Opternus GmbH Optische Spleiss- und Messtechnik,2590680,2019-01-30T22:17:15Z,X1721R_HRB4567AH,de/X1721R_HRB4567AH,currently registered,de,Bahnhofstr.,Bahnhofstr.,,,Lübeck,HRB,Schleswig-Holstein,4567,Lübeck HRB 4567 AH,Bargteheide,,AH,true,true,true,true,true,true,false,,,Arno Krüger,person,Geschäftsführer,,2011-01-24,Arno,Krüger,,true,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans-Peter Baisch,person,Geschäftsführer,2019-01-03,,Hans-Peter,Baisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sven Wiedemann,person,Geschäftsführer,2019-01-03,,Sven,Wiedemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otte Freizeit- und Fitness-Artikel - Ver- und Betriebsgesellschaft m. b. H. & Co. Kommanditgesellschaft,2590682,2018-06-23T12:03:05Z,R2706_HRA4567,de/R2706_HRA4567,currently registered,de,Gutenbergstr.,Gutenbergstr.,,,Steinfurt,HRA,North Rhine-Westphalia,4567,Steinfurt HRA 4567,Ibbenbüren,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESIMID Kunststoffe GmbH,2590692,2018-06-23T12:03:05Z,D3201V_HRB4567,de/D3201V_HRB4567,currently registered,de,Schwabsrotherstr.,Schwabsrotherstr.,,,Ansbach,HRB,Bavaria,4567,Ansbach HRB 4567,Geslau,,,true,true,true,false,true,true,true,,,Helge-Helfried Muth,person,Geschäftsführer,,2008-11-20,Helge-Helfried,Muth,Lindau,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erwin Rescher,person,Prokurist,,2009-03-17,Erwin,Rescher,Giswil/Schweiz,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erwin Rescher,person,Prokurist,2008-11-20,,Erwin,Rescher,Giswil/Schweiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renate Sievert,person,Geschäftsführer,2008-11-20,,Renate,Sievert,Neusitz,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subeto UG (haftungsbeschränkt) & Co. KG,2590711,2018-06-23T12:03:05Z,D4401V_HRA4567,de/D4401V_HRA4567,currently registered,de,Karl-Franz-Str.,Karl-Franz-Str.,,,Coburg,HRA,Bavaria,4567,Coburg HRA 4567,Seßlach,,,true,true,true,false,true,true,true,,,"subeto Verwaltungsgesellschaft UG (haftungsbeschränkt), Coburg (AG Coburg HRB 4694), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2009-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vektor Technologie GmbH & Co. KG,2590722,2018-06-23T12:03:05Z,M1809_HRA4567,de/M1809_HRA4567,removed,de,Bahnhofstr.,Bahnhofstr.,,,Marburg,HRA,Hesse,4567,Marburg HRA 4567,Biedenkopf,,,false,true,true,false,false,true,true,,,"Vektor Technologie Verwaltungs- und Beteiligungs-GmbH, Biedenkopf (Amtsgericht Marburg, HRB 5840), mit der Befugnis, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2011-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wassmann + Drosba Baugeschäft GmbH,2590727,2018-06-23T12:03:05Z,R2108_HRB4567,de/R2108_HRB4567,removed,de,Mindener Str.,Mindener Str.,,,Bad Oeynhausen,HRB,North Rhine-Westphalia,4567,Bad Oeynhausen HRB 4567,Hille,,,false,true,true,true,false,true,true,,,Fred Brandt,person,Geschäftsführer,,2014-04-09,Fred,Brandt,Dannenwalde,true,,,Bauunternehmer,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Drosba,person,Liquidator,2014-04-09,,Michael,Drosba,Hille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advisia GmbH Steuerberatungsgesellschaft,2590741,2018-06-23T12:03:15Z,R1101_HRB4568,de/R1101_HRB4568,currently registered,de,"c/o Gerlinde Weichler, Alt-Pempelfort 11, 40211 Düsseldorf.",c/o Gerlinde Weichler,Alt-Pempelfort,"11, 40211 Düsseldorf.",Düsseldorf,HRB,North Rhine-Westphalia,4568,Düsseldorf HRB 4568,Düsseldorf,,,true,true,true,true,true,true,true,,,Gerlinde Weichler,person,Geschäftsführer,,2012-02-21,Gerlinde,Weichler,Düsseldorf,true,,,,,"Beck, Delhalle, Flentje GmbH Steuerberatungsgesellschaft",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Joachim Flentje,person,Geschäftsführer,,2018-01-19,Hans Joachim,Flentje,Düsseldorf,true,,,Steuerberater,,Fibu-Extern Buchführungs-GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerlinde Weichler,person,Liquidator,2018-01-19,,Gerlinde,Weichler,Düsseldorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL Handels GmbH,2590753,2018-06-23T12:03:15Z,D3101V_HRB4568,de/D3101V_HRB4568,currently registered,de,Bürgermeister-Wiendl-Str.,Bürgermeister-Wiendl-Str.,,,Amberg,HRB,Bavaria,4568,Amberg HRB 4568,Bodenwöhr,,,true,true,true,false,true,true,true,,,Jürgen Klostermayr,person,Geschäftsführer,,2012-10-01,Jürgen,Klostermayr,Bodenwöhr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Gast,person,Geschäftsführer,,2014-12-09,Michael,Gast,Bodenwöhr,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva Lotter,person,Geschäftsführer,2014-12-09,,Eva,Lotter,Bodenwöhr,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jürgen Klostermayr,person,Geschäftsführer,2010-03-09,,Jürgen,Klostermayr,Bodenwöhr,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Gast,person,Geschäftsführer,2012-10-01,,Michael,Gast,Bodenwöhr,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bieber Kraftfahrzeuge e.K.,2590757,2018-06-23T12:03:15Z,D3410V_HRA4568,de/D3410V_HRA4568,currently registered,de,Heisinger Str.,Heisinger Str.,,,Regensburg,HRA,Bavaria,4568,Regensburg HRA 4568,"Barbing, Ortsteil Sarching",,,true,true,true,true,true,true,true,,,Erwin Bieber,person,Inhaber,,2009-02-25,Erwin,Bieber,Barbing-Sarching,true,,,Maschinenbautechniker und Kfz-Meister,,Erwin Bieber Kraftfahrzeuge,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guido Bieber,person,Inhaber,2009-02-25,,Guido,Bieber,Barbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bosch & co. GmbH,2590761,2018-06-23T12:03:15Z,D3201V_HRB4568,de/D3201V_HRB4568,currently registered,de,Hensoltstr.,Hensoltstr.,,,Ansbach,HRB,Bavaria,4568,Ansbach HRB 4568,Gunzenhausen,,,true,true,true,false,true,true,true,,,Patrick Bosch,person,Geschäftsführer,2008-11-25,,Patrick,Bosch,Arberg,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEUTA Mechanics GmbH,2590775,2018-06-23T12:03:15Z,D4501V_HRB4568,de/D4501V_HRB4568,currently registered,de,Brunnenstr.,Brunnenstr.,,,Hof,HRB,Bavaria,4568,Hof HRB 4568,Schwarzenbach am Wald,,,true,true,true,false,true,true,true,,,Bernd Thoß,person,Geschäftsführer,2016-10-05,,Bernd,Thoß,Döhlau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Blau,person,Geschäftsführer,2018-06-01,,Thomas,Blau,Bergisch Gladbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Blau,person,Geschäftsführer,2009-10-06,,Thomas,Blau,Odenthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apollo-Optik Inh. Martin Eike e.K.,2590917,2018-06-23T12:03:22Z,R2604_HRA4569,de/R2604_HRA4569,currently registered,de,Hauptstr.,Hauptstr.,,,Iserlohn,HRA,North Rhine-Westphalia,4569,Iserlohn HRA 4569,Meinerzhagen,,,true,true,true,false,true,true,true,,,Martin Eike,person,Inhaber,2010-01-04,,Martin,Eike,Altena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BERGA BAUGESELLSCHAFT MBH,2590933,2018-06-23T12:03:22Z,R2103_HRB4569,de/R2103_HRB4569,removed,de,Luisenstr.,Luisenstr.,,,Gütersloh,HRB,North Rhine-Westphalia,4569,Gütersloh HRB 4569,Steinhagen,,,false,true,true,true,false,true,true,,,Ewald Burchardt,person,Geschäftsführer,,2009-07-31,Ewald,Burchardt,Steinhagen,true,,,,,GILDE BAUGESELLSCHAFT MBH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ewald Burchardt,person,Liquidator,2009-07-31,,Ewald,Burchardt,Steinhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSH Altersfürsorge GmbH,2590937,2018-06-23T12:03:22Z,D2601V_HRB4569,de/D2601V_HRB4569,currently registered,de,Carl-Wery-Str.,Carl-Wery-Str.,,,München,HRB,Bavaria,4569,München HRB 4569,München,,,true,true,true,true,true,true,true,,,Günther Meier,person,Geschäftsführer,,2006-04-03,Günther,Meier,München,true,,,,,Altersfürsorge der Siemens-Electrogeräte GmbH Gesellschaft mit beschränkter Haftung Sitz: München,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christoph Möslein,person,Prokurist,,2008-03-12,Christoph,Möslein,Feldkirchen-Westerham,true,,,,,Altersfürsorge der Siemens-Electrogeräte GmbH Gesellschaft mit beschränkter Haftung,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl-Heinz Engelmann,person,Prokurist,,2010-02-25,Karl-Heinz,Engelmann,Bochum,true,,,,,BSH Bosch und Siemens Hausgeräte Altersfürsorge GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Doll,person,Prokurist,,2011-08-30,Frank,Doll,München,true,,,,,Bosch-Siemens Hausgeräte Altersfürsorge Gesellschaft mit beschränkter Haftung,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Günther Steinhoff,person,Geschäftsführer,,2012-09-07,Günther,Steinhoff,Gaggenau,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johannes Raphael Krabichler,person,Prokurist,,2013-10-21,Johannes Raphael,Krabichler,Gräfelfing,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton Peisl,person,Geschäftsführer,,2015-01-20,Anton,Peisl,Regensburg,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Kagermaier,person,Prokurist,,2015-01-20,Thomas,Kagermaier,München,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kai Schrickel,person,Prokurist,,2015-04-08,Kai,Schrickel,Poing,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralf Dietzel,person,Prokurist,,2016-02-22,Ralf,Dietzel,München,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annette Paul,person,Prokurist,2007-08-07,,Annette,Paul,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton Peisl,person,Geschäftsführer,2012-09-07,,Anton,Peisl,Regensburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabi Hanreich,person,Prokurist,2015-01-20,,Gabi,Hanreich,Neubiberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johannes Krabichler,person,Prokurist,2010-02-25,,Johannes,Krabichler,Gräfelfing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Schärtl,person,Geschäftsführer,2006-04-03,,Josef,Schärtl,Traunreut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kai Schrickel,person,Prokurist,2012-01-11,,Kai,Schrickel,Poing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl-Heinz Engelmann,person,Prokurist,2008-03-12,,Karl-Heinz,Engelmann,Bochum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nora Kristin Klug,person,Prokurist,2013-10-21,,Nora Kristin,Klug,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralf Dietzel,person,Prokurist,2013-11-13,,Ralf,Dietzel,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvia Kopp,person,Geschäftsführer,2015-01-20,,Silvia,Kopp,Neubiberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Til-Fabian Bosch,person,Prokurist,2016-02-22,,Til-Fabian,Bosch,München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrike Kümmerle,person,Prokurist,2015-09-10,,Ulrike,Kümmerle,Pullach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christof Kerstiens GmbH & Co. KG,2590942,2018-06-23T12:03:22Z,T2210V_HRA4569,de/T2210V_HRA4569,currently registered,de,Hubertusstr.,Hubertusstr.,,,Koblenz,HRA,Rhineland-Palatinate,4569,Koblenz HRA 4569,Boppard,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woldt Verwaltungs GmbH,2591068,2018-06-23T12:03:22Z,D4401V_HRB4569,de/D4401V_HRB4569,currently registered,de,Industriestr.,Industriestr.,,,Coburg,HRB,Bavaria,4569,Coburg HRB 4569,Dörfles-Esbach,,,true,true,true,false,true,true,true,,,Susanne Kussinger,person,Geschäftsführer,2009-01-16,,Susanne,Kussinger,Coburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metasafe GmbH Deutschland,2591179,2018-06-23T12:03:29Z,D4501V_HRB4570,de/D4501V_HRB4570,removed,de,August-Mohl-Str.,August-Mohl-Str.,,,Hof,HRB,Bavaria,4570,Hof HRB 4570,Hof,,,false,true,true,false,false,true,true,,,Georg Doctor Metz,person,Geschäftsführer,,2011-01-04,Georg,Doctor Metz,Hof,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steffen : Kintz,person,Liquidator,2011-01-04,,Steffen,: Kintz,Hof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steffen Kintz,person,Geschäftsführer,2009-10-07,,Steffen,Kintz,Hof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYC Beteiligungsverwaltung UG (haftungsbeschränkt) & Co. KG,2591184,2018-06-23T12:03:29Z,W1215_HRA4570,de/W1215_HRA4570,currently registered,de,Karl-Liebknecht-Str.,Karl-Liebknecht-Str.,,,Stendal,HRA,Saxony-Anhalt,4570,Stendal HRA 4570,Halle (Saale),,,true,true,true,false,true,true,true,,,"SEI Verwaltungs UG (haftungsbeschränkt), Halle (Saale) (Amtsgericht Stendal HRB 12188), mit der Befugnis, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hükümdar GmbH,2591330,2018-06-23T12:03:38Z,D3201V_HRB4571,de/D3201V_HRB4571,removed,de,Industriestr.,Industriestr.,,,Ansbach,HRB,Bavaria,4571,Ansbach HRB 4571,Bechhofen,,,false,true,true,false,false,true,true,,,Ayhan Demir,person,Geschäftsführer,,2009-06-10,Ayhan,Demir,Nürnberg,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tekin Akdeniz,person,Geschäftsführer,2008-11-26,,Tekin,Akdeniz,Nürnberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Südgrund Süddeutsche Grundbesitz- und Vermögensverwaltungs- Gesellschaft mit beschränkter Haftung,2591394,2018-06-23T12:03:38Z,D2601V_HRB4571,de/D2601V_HRB4571,currently registered,de,Kirchenstr.,Kirchenstr.,,,München,HRB,Bavaria,4571,München HRB 4571,Baierbrunn,,,true,true,true,true,true,true,true,,,Dieter Renner,person,Geschäftsführer,2011-04-28,,Dieter,Renner,Buchenhain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freie Wirtschaftsberatung Uwe Junker e.K.,2591461,2018-06-23T12:03:47Z,D4102V_HRA4572,de/D4102V_HRA4572,currently registered,de,Schimborner Str.,Schimborner Str.,,,Aschaffenburg,HRA,Bavaria,4572,Aschaffenburg HRA 4572,Mömbris,,,true,true,true,false,true,true,true,,,Uwe Junker,person,Inhaber,2007-04-23,,Uwe,Junker,Mömbris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MV Dresden-Süd Zustellservice GmbH,2591525,2018-06-23T12:03:47Z,U1104_HRB4572,de/U1104_HRB4572,removed,de,Enderstr.,Enderstr.,,,Dresden,HRB,Saxony,4572,Dresden HRB 4572,Dresden,,,false,true,false,true,false,true,true,,,Uwe Leipnitz,person,Geschäftsführer,,2014-01-27,Uwe,Leipnitz,Freital,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Syrbe,person,Geschäftsführer,2014-06-11,,Michael,Syrbe,Dresden,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Syrbe,person,Geschäftsführer,2014-01-27,,Michael,Syrbe,Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s Boden GmbH,2591543,2018-06-23T12:03:47Z,R2307_HRB4572,de/R2307_HRB4572,currently registered,de,Paulinenstr.,Paulinenstr.,,,Lemgo,HRB,North Rhine-Westphalia,4572,Lemgo HRB 4572,Detmold,,,true,true,true,true,true,true,true,,,Ansgar Stahl,person,Geschäftsführer,,2012-07-11,Ansgar,Stahl,Detmold,true,,,,,s Boden Grundstückserschließungsgesellschaft m.b.H. Sparkasse Detmold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anja Collmer,person,Prokurist,,2018-01-25,Anja,Collmer,Paderborn,true,,,,,sBoden Grundstückserschließungsgesellschaft m.b.H. Sparkasse Detmold,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Kinkeldey,person,Geschäftsführer,,2018-05-17,Dirk,Kinkeldey,Horn-Bad Meinberg,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ansgar Stahl,person,Geschäftsführer,2009-07-22,,Ansgar,Stahl,Detmold,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dirk Kinkeldey,person,Geschäftsführer,2009-02-11,,Dirk,Kinkeldey,Horn-Bad Meinberg,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATBAS GmbH & Co. KG,2591596,2018-06-23T12:03:55Z,U1104_HRA4573,de/U1104_HRA4573,currently registered,de,Freiberger Str.,Freiberger Str.,,,Dresden,HRA,Saxony,4573,Dresden HRA 4573,Dresden,,,true,true,true,true,true,true,true,,,Uyangatuvshin Byambajav,person,Persönlich haftender Gesellschafter,,2006-07-14,Uyangatuvshin,Byambajav,Dresden,true,,,,,ATABAS KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ATBAS Beteiligungsgesellschaft mbH, Dresden (Amtsgericht Dresden HRB 24609), die persönlich haftende Gesellschafterin und ihre Geschäftsführer sind gegenüber der Kommanditgesellschaft von den Beschränkungen des § 181 BGB befreit.",company,Persönlich haftender Gesellschafter,2006-07-14,,,,,,,,,,ATBAS KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATBAS OHG,,,,,,,,,,,,,,,,,,,,,,,,
