_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zoran Adamovic,person,Geschäftsführer,2009-03-16,,Zoran,Adamovic,Stuttgart,,sole representation,,,,
nac Gastro Lippe Verwaltungs GmbH,2371870,2018-06-22T12:42:12Z,R2307_HRB3416,de/R2307_HRB3416,currently registered,de,Wittekindstr.,Wittekindstr.,,,Lemgo,HRB,North Rhine-Westphalia,3416,Lemgo HRB 3416,Detmold,,,true,true,true,true,true,true,true,,,Josef Ehrenschwendtner,person,Geschäftsführer,,2009-01-12,Josef,Ehrenschwendtner,Ing,true,,,,,ZBD Zylinder - Bearbeitungsgesellschaft mbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renate Schneider,person,Geschäftsführer,,2009-03-05,Renate,Schneider,Detmold,true,,,,,ZBD Zylinder-Bearbeitungsgesellschaft mbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rolf Schneider,person,Geschäftsführer,,2015-02-03,Rolf,Schneider,Detmold,true,,,Ingenieur,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Schneider,person,Geschäftsführer,2011-05-09,,Christian,Schneider,Detmold,,,,,,
Omnibusunternehmen Gugel e. K. Inhaber Klaus Fischer,2371876,2018-06-22T12:42:12Z,D3201V_HRA3416,de/D3201V_HRA3416,currently registered,de,Nürnberger Str.,Nürnberger Str.,,,Ansbach,HRA,Bavaria,3416,Ansbach HRA 3416,Ansbach,,,true,true,true,false,true,true,true,,,Manfred Gugel,person,Inhaber,,2008-12-23,Manfred,Gugel,Heilsbronn,true,,,,,Omnibusunternehmen Gugel e. K.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus Fischer,person,Inhaber,2008-12-23,,Klaus,Fischer,Sachsen b. Ansbach,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Gugel,person,Inhaber,2008-12-01,,Manfred,Gugel,Heilsbronn,,,,,,
Rode-Kölling Verwaltungs GmbH,2371892,2018-06-22T12:42:12Z,X1112R_HRB3416FL,de/X1112R_HRB3416FL,removed,de,geändert.,geändert.,,,Flensburg,HRB,Schleswig-Holstein,3416,Flensburg HRB 3416 FL,Flensburg,,FL,false,true,true,true,false,true,true,,,Susanne Rode-Kuhlig,person,Liquidator,2009-04-02,,Susanne,Rode-Kuhlig,Flensburg,,,,,,
Deutscher Anwaltverlag & Institut der Anwaltschaft GmbH,2371984,2018-06-22T12:43:32Z,R3201_HRB3417,de/R3201_HRB3417,currently registered,de,Rochusstr.,Rochusstr.,,,Bonn,HRB,North Rhine-Westphalia,3417,Bonn HRB 3417,Bonn,,,true,true,true,true,true,true,true,,,Dietmar Doctor Högel,person,Geschäftsführer,,2008-08-14,Dietmar,Doctor Högel,Leinfelden-Echterdingen,true,,,,,Deutscher Anwaltverlag GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uwe Hagemann,person,Geschäftsführer,2006-10-02,,Uwe,Hagemann,Bochum,,sole representation,,,,Institut der Anwaltschaft für Büroorganisation und Bürotechnik Verwaltungsgesellschaft mbH.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lnstitut der Anwaltschaft für Büroorganistion und Bürotechnik GmbH
Graupner Schrott und Metalle GmbH & Co. KG,2372019,2018-06-22T12:43:32Z,D3101V_HRA3417,de/D3101V_HRA3417,currently registered,de,Sulzbacher Str.,Sulzbacher Str.,,,Amberg,HRA,Bavaria,3417,Amberg HRA 3417,Amberg,,,true,true,true,false,true,true,true,,,"Graupner Verwaltungs GmbH, Amberg (Amtsgericht Amberg HRB 5557).",company,Persönlich haftender Gesellschafter,2014-12-22,,,,,,,,,,
MEDIA Markt TV-Hifi-Elektro GmbH Regensburg,2372080,2018-06-22T12:43:32Z,D3410V_HRB3417,de/D3410V_HRB3417,removed,de,Bajuwarenstr.,Bajuwarenstr.,,,Regensburg,HRB,Bavaria,3417,Regensburg HRB 3417,Regensburg,,,false,true,false,true,false,true,true,,,Klaus Hoffmann,person,Geschäftsführer,,2007-12-19,Klaus,Hoffmann,Marktheidenfeld-Glasofen,true,,,Kaufmann,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dieter Gründl,person,Geschäftsführer,,2011-09-06,Dieter,Gründl,Regensburg,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bettina Schaap,person,Geschäftsführer,,2012-01-30,Bettina,Schaap,Bamberg,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingmar Schneider,person,Geschäftsführer,,2012-06-19,Ingmar,Schneider,Berlin,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bettina Schaap,person,Geschäftsführer,2011-09-06,,Bettina,Schaap,Bamberg,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brygida Serfling,person,Geschäftsführer,2012-06-19,,Brygida,Serfling,Bad Abbach,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dieter Gründl,person,Geschäftsführer,2007-12-19,,Dieter,Gründl,Regensburg,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingmar Schneider,person,Geschäftsführer,2012-01-30,,Ingmar,Schneider,Berlin,,,,,,
PMV Verwaltungsgesellschaft GmbH & Co. KG,2372099,2018-06-22T12:43:32Z,G1207_HRA3417,de/G1207_HRA3417,currently registered,de,Hagenstr.,Hagenstr.,,,Frankfurt/Oder,HRA,Brandenburg,3417,Frankfurt/Oder HRA 3417,Bernau bei Berlin,,,true,true,true,false,true,true,true,,,"PMV GmbH, Bernau bei Berlin (Amtsgericht Frankfurt (Oder), HRB 15870 FF)",company,Persönlich haftender Gesellschafter,2016-05-26,,,,,,,1,,,
Portland Zementwerke Seibel und Söhne GmbH & Co. KG,2372100,2018-06-22T12:43:32Z,R2809_HRA3417,de/R2809_HRA3417,currently registered,de,Berger Str.,Berger Str.,,,Paderborn,HRA,North Rhine-Westphalia,3417,Paderborn HRA 3417,Erwitte,,,true,true,true,true,true,true,true,,,Silvia geborene Seibel Kampe,person,Persönlich haftender Gesellschafter,,2009-08-19,Silvia geborene Seibel,Kampe,Bad Sassendorf,true,,,,,Portlandzementwerke Seibel und Söhne
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annett Seibel,person,Persönlich haftender Gesellschafter,,2018-03-19,Annett,Seibel,Soest,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annett Rätze,person,Persönlich haftender Gesellschafter,2011-01-13,,Annett,Rätze,Soest,,von der Vertretung ausgeschlossen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seibel Beteiligungsgesellschaft mbH, Erwitte (Amtsgericht Paderborn HRB 9351), mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2009-08-19,,,,,,,,,,
Anröchter Schotterwerke GmbH & Co. Kommanditgesellschaft,2372175,2018-06-22T12:44:50Z,R2809_HRA3418,de/R2809_HRA3418,currently registered,de,Lippstädter Str.,Lippstädter Str.,,,Paderborn,HRA,North Rhine-Westphalia,3418,Paderborn HRA 3418,Anröchte,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
"Heinrich Kleinemeier, Kraftfahrzeuge GmbH & Co. KG",2372254,2018-06-22T12:44:50Z,R2108_HRA3418,de/R2108_HRA3418,currently registered,de,Königstr.,Königstr.,,,Bad Oeynhausen,HRA,North Rhine-Westphalia,3418,Bad Oeynhausen HRA 3418,Minden,,,true,true,true,true,true,true,true,,,Aloisia Theresia Kleinemeier,person,Persönlich haftender Gesellschafter,,2015-04-14,Aloisia Theresia,Kleinemeier,Minden,true,,,,,"Heinrich Kleinemeier, Kraftfahrzeuge"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aloisia Theresia Kleinemeier,person,Persönlich haftender Gesellschafter,2015-04-09,,Aloisia Theresia,Kleinemeier,Minden,,,,,,Kleinemeier u. Hauptmeier Kraftfahrzeuge
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Wölk,person,Prokurist,2016-11-08,,Andreas,Wölk,Luhden,,,,,,
Hildesheimer Nutzfahrzeug-Service GmbH,2372257,2018-06-22T12:44:50Z,P2408_HRB3418,de/P2408_HRB3418,removed,de,Lavesstr.,Lavesstr.,,,Hildesheim,HRB,Lower Saxony,3418,Hildesheim HRB 3418,Hildesheim,,,false,true,false,true,false,true,true,,,Hans-Jörg Thon,person,Geschäftsführer,,2009-02-20,Hans-Jörg,Thon,Harsum,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knut Bettels,person,Geschäftsführer,2009-02-20,,Knut,Bettels,Hildesheim,,sole representation,,,,
SZ-Sport-Zeitschriften GmbH,2372345,2018-06-22T12:44:50Z,R1102_HRB3418,de/R1102_HRB3418,removed,de,Moselstr.,Moselstr.,,,Neuss,HRB,North Rhine-Westphalia,3418,Neuss HRB 3418,Neuss,,,false,true,true,true,false,true,true,,,Eberhard Hücker,person,Geschäftsführer,,2006-05-17,Eberhard,Hücker,Dormagen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus Overbeck,person,Geschäftsführer,,2007-12-11,Klaus,Overbeck,Bocholt,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eberhard Hücker,person,Geschäftsführer,,2009-09-30,Eberhard,Hücker,Neuss,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eberhard Hücker,person,Geschäftsführer,2008-02-07,,Eberhard,Hücker,Neuss,,vertretungsberechtigt gemeinsam mit einem anderen Geschäftsführer oder einem Prokuristen mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eberhard Hücker,person,Geschäftsführer,2007-12-11,,Eberhard,Hücker,Neuss,,vertretungsberechtigt gemeinsam mit einem anderen Geschäftsführer oder einem Prokuristen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus Overbeck,person,Geschäftsführer,2006-05-17,,Klaus,Overbeck,Bocholt,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Ludwig,person,Geschäftsführer,2009-09-30,,Patrick,Ludwig,Düsseldorf,,,,,,
FRL GmbH & Co. KG,2372461,2018-06-22T12:46:09Z,D3201V_HRA3419,de/D3201V_HRA3419,removed,de,Carlo-Loos-Str.,Carlo-Loos-Str.,,,Ansbach,HRA,Bavaria,3419,Ansbach HRA 3419,Gunzenhausen,,,false,true,true,false,false,true,true,,,"RL Vermögensverwaltungs-GmbH, Gunzenhausen (AG Ansbach, HRB 3317).",company,Persönlich haftender Gesellschafter,2008-12-22,,,,,,,,,,
Malteser Norddeutschland gemeinnützige GmbH,2372527,2019-01-30T23:20:24Z,X1112R_HRB3419FL,de/X1112R_HRB3419FL,currently registered,de,Waldstr.,Waldstr.,,,Flensburg,HRB,Schleswig-Holstein,3419,Flensburg HRB 3419 FL,Flensburg,,FL,true,true,true,true,true,true,false,,,Karl Ferdinand Prinz von Thurn und Taxis,person,Geschäftsführer,,2008-03-04,Karl Ferdinand,Prinz von Thurn und Taxis,,true,,1,,,Malteser St. Franziskus gemeinnützige GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans-Herbert Müller,person,Geschäftsführer,2008-03-04,2009-07-22,Hans-Herbert,Müller,Köln,true,,3,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafaela Doctor Korte,person,Prokurist,,2010-02-25,Rafaela,Doctor Korte,,true,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Prinz zu Löwenstein-Wertheim-Rosenberg,person,Geschäftsführer,2009-07-22,2012-01-25,Karl,Prinz zu Löwenstein-Wertheim-Rosenberg,Brüggen,true,,4,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franz Doctor Graf von Harnoncourt,person,Geschäftsführer,2012-01-25,2019-01-18,Franz,Doctor Graf von Harnoncourt,Linz,true,,5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerhard Friedrich Becker,person,Geschäftsführer,2019-01-18,,Gerhard Friedrich,Becker,Königstein im Taunus,,,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus Deitmaring,person,Geschäftsführer,2008-11-13,,Klaus,Deitmaring,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus Deitmaring,person,Geschäftsführer,2016-02-09,,Klaus,Deitmaring,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Schwedhelm,person,Prokurist,2015-02-06,,Thomas,Schwedhelm,Flensburg,,,3,,,
Wortmann Verwaltungs-Gesellschaft mit beschränkter Haftung,2372599,2018-06-22T12:46:09Z,R2307_HRB3419,de/R2307_HRB3419,currently registered,de,Klingenbergstr.,Klingenbergstr.,,,Lemgo,HRB,North Rhine-Westphalia,3419,Lemgo HRB 3419,Detmold,,,true,true,true,true,true,true,true,,,Horst Wortmann,person,Geschäftsführer,,2016-07-05,Horst,Wortmann,Detmold,true,,,Kaufmann,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Doctor Illers,person,Geschäftsführer,,2017-06-01,Wolfgang,Doctor Illers,Detmold,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achim Tischer,person,Geschäftsführer,2011-12-15,,Achim,Tischer,Bielefeld,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Beining,person,Geschäftsführer,2010-12-10,,Jens,Beining,Detmold,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Stedtler,person,Prokurist,2009-01-07,,Peter,Stedtler,Paderborn,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobias Marcel Doctor Seng,person,Geschäftsführer,2017-01-04,,Tobias Marcel,Doctor Seng,Detmold,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrich Klüber,person,Geschäftsführer,2006-11-27,,Ulrich,Klüber,Detmold,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Doctor Illers,person,Geschäftsführer,2006-11-27,,Wolfgang,Doctor Illers,Detmold,,,,,,
Appelmann KG Service-Agentur,2372613,2018-06-22T12:47:28Z,T3104V_HRA3420,de/T3104V_HRA3420,currently registered,de,Dahlienstr.,Dahlienstr.,,,Ludwigshafen a.Rhein (Ludwigshafen),HRA,Rhineland-Palatinate,3420,Ludwigshafen a.Rhein (Ludwigshafen) HRA 3420,Mutterstadt,,,true,true,true,true,true,true,true,,,Lothar Appelmann,person,Persönlich haftender Gesellschafter,,2005-08-22,Lothar,Appelmann,Mutterstadt,true,,,Industriekaufmann,,Lothar Appelmann KG Versicherungs-Immobilien Agentur
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix Lothar Appelmann,person,Persönlich haftender Gesellschafter,,2015-07-01,Felix Lothar,Appelmann,Mutterstadt,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felix Lothar Appelmann,person,Persönlich haftender Gesellschafter,2009-06-22,,Felix Lothar,Appelmann,Mutterstadt,,vertretungsberechtigt gemäß allgemeiner Vertretungsregelung,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lothar Hermann Rüdiger Appelmann,person,Persönlich haftender Gesellschafter,2009-06-22,,Lothar Hermann Rüdiger,Appelmann,Mutterstadt,,vertretungsberechtigt gemäß allgemeiner Vertretungsregelung,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simone Appelmann,person,Persönlich haftender Gesellschafter,2015-07-01,,Simone,Appelmann,Ludwigshafen,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
BEIL-Registersysteme GmbH,2372625,2018-06-22T12:47:28Z,D3410V_HRB3420,de/D3410V_HRB3420,currently registered,de,Kagrastr.,Kagrastr.,,,Regensburg,HRB,Bavaria,3420,Regensburg HRB 3420,Abensberg,,,true,true,true,true,true,true,true,,,Stefan Kreitczick,person,Prokurist,,2009-02-02,Stefan,Kreitczick,Elsendorf,true,,,,,Günter Beil GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Kreitczick,person,Geschäftsführer,,2010-12-30,Stefan,Kreitczick,Elsendorf,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Kögl,person,Geschäftsführer,,2013-05-03,Thomas,Kögl,Abensberg-Sandharlanden,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmut Kieser,person,Prokurist,,2016-02-01,Helmut,Kieser,Horgau,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christoph Thielmann,person,Geschäftsführer,2016-02-01,,Christoph,Thielmann,Saal a.d.Donau,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmut Kieser,person,Prokurist,2013-11-13,,Helmut,Kieser,Horgau,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Kreitczick,person,Geschäftsführer,2009-02-02,,Stefan,Kreitczick,Elsendorf,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Kögl,person,Geschäftsführer,2011-02-07,,Thomas,Kögl,Abensberg-Sandharlanden,,sole representation,,,,
Deshi Basara UG (haftungsbeschränkt) & Co. KG,2372649,2018-06-22T12:47:28Z,G1103_HRA3420,de/G1103_HRA3420,currently registered,de,Seestr.,Seestr.,,,Cottbus,HRA,Brandenburg,3420,Cottbus HRA 3420,Schwerin,,,true,true,true,false,true,true,true,,,"Deshi Basara Verwaltungs UG (haftungsbeschränkt), Schwerin (Amtsgericht Cottbus, HRB 13258 CB)",company,Persönlich haftender Gesellschafter,2017-10-26,,,,,,,1,,,
"Dr. Hieber & Steiner GmbH, Steuerberatungsgesellschaft",2372651,2018-06-22T12:47:28Z,D4301V_HRB3420,de/D4301V_HRB3420,currently registered,de,Blaicher Str.,Blaicher Str.,,,Bayreuth,HRB,Bavaria,3420,Bayreuth HRB 3420,Kulmbach,,,true,true,true,true,true,true,true,,,Claus Dreher,person,Geschäftsführer,2008-12-19,,Claus,Dreher,Emtmannsberg,,sole representation,,,,
Frischmann Besitz GmbH & Co. KG,2372674,2018-06-22T12:47:28Z,D3101V_HRA3420,de/D3101V_HRA3420,currently registered,de,Sulzbacher Str.,Sulzbacher Str.,,,Amberg,HRA,Bavaria,3420,Amberg HRA 3420,Amberg,,,true,true,true,false,true,true,true,,,"Frischmann Vermögensverwaltungs-GmbH, Amberg (Amtsgericht Amberg HRB 3266).",company,Persönlich haftender Gesellschafter,2015-01-07,,,,,,,,,,
NEW GENERATION GAMES BETEILIGUNGS GmbH,2372762,2018-06-22T12:47:28Z,M1710_HRB3420,de/M1710_HRB3420,removed,de,Rhönstr.,Rhönstr.,,,Wetzlar,HRB,Hesse,3420,Wetzlar HRB 3420,Philippsthal,,,false,true,false,true,false,true,true,,,,,,,,,,,,,,,,
"Stempel-Weichert, Waldemar Weichert GmbH",2372803,2018-06-22T12:47:28Z,X1721R_HRB3420HL,de/X1721R_HRB3420HL,currently registered,de,Spenglerstr.,Spenglerstr.,,,Lübeck,HRB,Schleswig-Holstein,3420,Lübeck HRB 3420 HL,Lübeck,,HL,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Teccom Pharma GmbH,2372808,2018-06-22T12:47:28Z,P2408_HRB3420,de/P2408_HRB3420,currently registered,de,Ulrich-Wolter-Str.,Ulrich-Wolter-Str.,,,Hildesheim,HRB,Lower Saxony,3420,Hildesheim HRB 3420,Sarstedt,,,true,true,true,true,false,true,true,,,Ulrich Wolter,person,Geschäftsführer,,2013-06-05,Ulrich,Wolter,Laatzen,true,,,,,TECCOM Arzneimittel Vertriebs GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andree Thoma,person,Geschäftsführer,2018-03-27,,Andree,Thoma,Sarstedt,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Küstermann,person,Geschäftsführer,2017-04-10,,Jens,Küstermann,Sarstedt,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marc Wolter,person,Geschäftsführer,2017-04-10,,Marc,Wolter,Sylt,,sole representation,,,,
Gewerbehof Kabelweg 69 OHG,2372907,2018-06-22T12:48:47Z,W1215_HRA3421,de/W1215_HRA3421,currently registered,de,Otto-von-Guericke-Str.,Otto-von-Guericke-Str.,,,Stendal,HRA,Saxony-Anhalt,3421,Stendal HRA 3421,Magdeburg,,,true,true,true,false,true,true,true,,,Wilfried Hindersmann,person,Persönlich haftender Gesellschafter,2011-11-11,,Wilfried,Hindersmann,Westerkappeln,,,,,,
Soldat UG (haftungsbeschränkt) & Co. KG.,2373012,2018-06-22T12:48:47Z,R2201_HRA3421,de/R2201_HRA3421,currently registered,de,Gewerbestr.,Gewerbestr.,,,Bochum,HRA,North Rhine-Westphalia,3421,Bochum HRA 3421,Bochum,,,true,true,true,true,true,true,true,,,"Soldat Fleischwaren GmbH, Bochum (AG Bochum HRB 6784).",company,Persönlich haftender Gesellschafter,,2010-07-06,,,,true,,,,,Frank Soldat Verwaltungs UG ( haftungsbeschränkt ) GmbH & Co. KG.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frank Soldat Verwaltungs UG (haftungsbeschränkt), Gelsenkirchen (Amtsgericht Gelsenkirchen HRB 10360), einzelvertretungsberechtigt.",company,Persönlich haftender Gesellschafter,2010-07-06,,,,,,,,,,Frank Soldat Verwaltungs UG (haftungsbeschränkt) GmbH & Co. KG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soldat GmbH & Co. KG.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soldat KG
Vermögensverwaltungsgesellschaft Merkur mit beschränkter Haftung,2373033,2018-06-22T12:48:47Z,H1101_H1101_HRB3421,de/H1101_H1101_HRB3421,currently registered,de,Wachtstr.,Wachtstr.,,,Bremen,HRB,Bremen,3421,Bremen früher Bremen HRB 3421,Bremen,Bremen,,true,true,true,true,true,true,true,,,Winfried Fischer,person,Geschäftsführer,,2016-08-24,Winfried,Fischer,,true,,,,,
WIG Immobilien GmbH,2373039,2018-06-22T12:48:47Z,D3508V_HRB3421,de/D3508V_HRB3421,currently registered,de,Max-Planck-Str.,Max-Planck-Str.,,,Weiden i. d. OPf.,HRB,Bavaria,3421,Weiden i. d. OPf. HRB 3421,Weiden i.d.OPf.,,,true,true,true,false,true,true,true,,,Lorenz Bachmeier,person,Geschäftsführer,2008-12-23,,Lorenz,Bachmeier,Eggenfelden,,,,,,
Gerätebau Felix Schulte Gesellschaft mit beschränkter Haftung & Co. Kommanditgesellschaft,2373118,2018-06-22T12:50:06Z,R1901_HRA3422,de/R1901_HRA3422,currently registered,de,Rangestr.,Rangestr.,,,Arnsberg,HRA,North Rhine-Westphalia,3422,Arnsberg HRA 3422,Warstein,,,true,true,true,true,true,true,true,,,Hans-Günther Lappe,person,Prokurist,,2011-02-16,Hans-Günther,Lappe,Warstein,true,,,,,
Lorenz Verwaltungsgesellschaft mbH,2373176,2018-06-22T12:50:06Z,R2706_HRB3422,de/R2706_HRB3422,currently registered,de,Von-Gallitzin-Str.,Von-Gallitzin-Str.,,,Steinfurt,HRB,North Rhine-Westphalia,3422,Steinfurt HRB 3422,Ochtrup,,,true,true,true,true,true,true,true,,,Emil Lorenz,person,Geschäftsführer,2009-10-20,,Emil,Lorenz,Ochtrup,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
M. Rose Bedachungen Gesellschaft mit beschränkter Haftung,2373179,2018-06-22T12:50:06Z,R1504_HRB3422,de/R1504_HRB3422,currently registered,de,Berliner Str.,Berliner Str.,,,Mönchengladbach,HRB,North Rhine-Westphalia,3422,Mönchengladbach HRB 3422,Mönchengladbach,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Neubert Schmuck u. Uhren e.K.,2373194,2018-06-22T12:50:06Z,D4608V_HRA3422,de/D4608V_HRA3422,currently registered,de,Münchener Str.,Münchener Str.,,,Schweinfurt,HRA,Bavaria,3422,Schweinfurt HRA 3422,Bad Kissingen,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Martin Neubert Schmuck u. Uhren
SOLARDYN Solartechnik GmbH,2373225,2018-06-22T12:50:06Z,X1517R_HRB3422KI,de/X1517R_HRB3422KI,removed,de,"c/o Manfred Schikorr, Hasselfelde 15, 24149 Kiel: Ist ein Liquidator bestellt, vertritt dieser die Gesellschaft allein.",c/o Manfred Schikorr,Hasselfelde,"15, 24149 Kiel: Ist ein Liquidator bestellt, vertritt dieser die Gesellschaft allein.",Kiel,HRB,Schleswig-Holstein,3422,Kiel HRB 3422 KI,Kiel,,KI,false,true,true,true,false,true,true,,,Manfred Schikorr,person,Liquidator,2009-02-09,,Manfred,Schikorr,Pädagoge,,,,Kiel,,
Grundstücksentwicklungsgesellschaft Britz mbH,2373347,2018-06-22T12:51:37Z,G1207_HRB3423,de/G1207_HRB3423,currently registered,de,Eisenwerkstr.,Eisenwerkstr.,,,Frankfurt/Oder,HRB,Brandenburg,3423,Frankfurt/Oder HRB 3423,Britz,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Ing. H. Peters GmbH,2373370,2018-06-22T12:51:37Z,D2601V_HRB3423,de/D2601V_HRB3423,currently registered,de,Alte Tölzer Str.,Alte Tölzer Str.,,,München,HRB,Bavaria,3423,München HRB 3423,Egling,,,true,true,true,true,true,true,true,,,Dieter Peters,person,Geschäftsführer,,2008-06-09,Dieter,Peters,Düsseldorf,true,,,Diplom-Ingenieur,,Ing. H. Peters Gesellschaft mit beschränkter Haftung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethel geborene Peters Stutz,person,Geschäftsführer,,2009-02-23,Ethel geborene Peters,Stutz,München,true,,,Diplom-Volkswirt,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goddert F Peters,person,Geschäftsführer,,2013-10-10,Goddert F,Peters,Deining-Egling,true,,,Diplom-Ingenieur,,
